game_id,season,game_date,home_team,away_team,home_pts,away_pts,margin,total_points,home_win,home_games_played,home_wins,home_losses,home_win_pct,home_pts_for_total,home_pts_for_per_game,home_plus_minus_total,home_plus_minus_per_game,home_recent_games,home_recent_wins,home_recent_losses,home_recent_plus_minus_total,home_recent_plus_minus_per_game,away_games_played,away_wins,away_losses,away_win_pct,away_pts_for_total,away_pts_for_per_game,away_plus_minus_total,away_plus_minus_per_game,away_recent_games,away_recent_wins,away_recent_losses,away_recent_plus_minus_total,away_recent_plus_minus_per_game,diff_games_played,diff_wins,diff_losses,diff_win_pct,diff_pts_for_per_game,diff_plus_minus_per_game,diff_recent_wins,diff_recent_losses,diff_recent_plus_minus_per_game
0022500113,2025-26,2025-10-26,SAC,LAL,120.0,127.0,-7.0,247.0,0.0,2.0,1.0,1.0,0.5,221.0,110.5,-3.0,-1.5,2.0,1.0,1.0,-3.0,-1.5,2.0,1.0,1.0,0.5,237.0,118.5,8.0,4.0,2.0,1.0,1.0,8.0,4.0,0.0,0.0,0.0,0.0,-8.0,-5.5,0.0,0.0,-5.5
0022500007,2025-26,2025-10-27,DET,CLE,95.0,116.0,-21.0,211.0,0.0,3.0,2.0,1.0,0.6666666666666666,345.0,115.0,6.0,2.0,3.0,2.0,1.0,6.0,2.0,3.0,2.0,1.0,0.6666666666666666,360.0,120.0,4.0,1.3333333333333333,3.0,2.0,1.0,4.0,1.3333333333333333,0.0,0.0,0.0,0.0,-5.0,0.6666666666666667,0.0,0.0,0.6666666666666667
0022500008,2025-26,2025-10-27,MIN,DEN,114.0,127.0,-13.0,241.0,0.0,3.0,2.0,1.0,0.6666666666666666,342.0,114.0,-10.0,-3.3333333333333335,3.0,2.0,1.0,-10.0,-3.3333333333333335,2.0,1.0,1.0,0.5,264.0,132.0,16.0,8.0,2.0,1.0,1.0,16.0,8.0,1.0,1.0,0.0,0.16666666666666663,-18.0,-11.333333333333334,1.0,0.0,-11.333333333333334
0022500114,2025-26,2025-10-27,PHI,ORL,136.0,124.0,12.0,260.0,1.0,2.0,2.0,0.0,1.0,242.0,121.0,5.0,2.5,2.0,2.0,0.0,5.0,2.5,3.0,1.0,2.0,0.3333333333333333,330.0,110.0,-12.0,-4.0,3.0,1.0,2.0,-12.0,-4.0,-1.0,1.0,-2.0,0.6666666666666667,11.0,6.5,1.0,-2.0,6.5
0022500115,2025-26,2025-10-27,CHI,ATL,128.0,123.0,5.0,251.0,1.0,2.0,2.0,0.0,1.0,225.0,112.5,16.0,8.0,2.0,2.0,0.0,16.0,8.0,3.0,1.0,2.0,0.3333333333333333,329.0,109.66666666666667,-33.0,-11.0,3.0,1.0,2.0,-33.0,-11.0,-1.0,1.0,-2.0,0.6666666666666667,2.8333333333333286,19.0,1.0,-2.0,19.0
0022500116,2025-26,2025-10-27,HOU,BKN,137.0,109.0,28.0,246.0,1.0,2.0,0.0,2.0,0.0,235.0,117.5,-5.0,-2.5,2.0,0.0,2.0,-5.0,-2.5,3.0,0.0,3.0,0.0,348.0,116.0,-37.0,-12.333333333333334,3.0,0.0,3.0,-37.0,-12.333333333333334,-1.0,0.0,-1.0,0.0,1.5,9.833333333333334,0.0,-1.0,9.833333333333334
0022500118,2025-26,2025-10-27,SAS,TOR,121.0,103.0,18.0,224.0,1.0,3.0,3.0,0.0,1.0,363.0,121.0,48.0,16.0,3.0,3.0,0.0,48.0,16.0,3.0,1.0,2.0,0.3333333333333333,383.0,127.66666666666667,4.0,1.3333333333333333,3.0,1.0,2.0,4.0,1.3333333333333333,0.0,2.0,-2.0,0.6666666666666667,-6.666666666666671,14.666666666666666,2.0,-2.0,14.666666666666666
0022500119,2025-26,2025-10-27,DAL,OKC,94.0,101.0,-7.0,195.0,0.0,3.0,1.0,2.0,0.3333333333333333,338.0,112.66666666666667,-33.0,-11.0,3.0,1.0,2.0,-33.0,-11.0,3.0,3.0,0.0,1.0,383.0,127.66666666666667,24.0,8.0,3.0,3.0,0.0,24.0,8.0,0.0,-2.0,2.0,-0.6666666666666667,-15.0,-19.0,-2.0,2.0,-19.0
0022500120,2025-26,2025-10-27,UTA,PHX,138.0,134.0,4.0,272.0,1.0,2.0,1.0,1.0,0.5,233.0,116.5,20.0,10.0,2.0,1.0,1.0,20.0,10.0,3.0,1.0,2.0,0.3333333333333333,333.0,111.0,-45.0,-15.0,3.0,1.0,2.0,-45.0,-15.0,-1.0,0.0,-1.0,0.16666666666666669,5.5,25.0,0.0,-1.0,25.0
0022500121,2025-26,2025-10-27,GSW,MEM,131.0,118.0,13.0,249.0,1.0,3.0,2.0,1.0,0.6666666666666666,375.0,125.0,-4.0,-1.3333333333333333,3.0,2.0,1.0,-4.0,-1.3333333333333333,3.0,2.0,1.0,0.6666666666666666,370.0,123.33333333333333,-1.0,-0.3333333333333333,3.0,2.0,1.0,-1.0,-0.3333333333333333,0.0,0.0,0.0,0.0,1.6666666666666714,-1.0,0.0,0.0,-1.0
0022500122,2025-26,2025-10-27,LAL,POR,108.0,122.0,-14.0,230.0,0.0,3.0,2.0,1.0,0.6666666666666666,364.0,121.33333333333333,15.0,5.0,3.0,2.0,1.0,15.0,5.0,3.0,1.0,2.0,0.3333333333333333,360.0,120.0,9.0,3.0,3.0,1.0,2.0,9.0,3.0,0.0,1.0,-1.0,0.3333333333333333,1.3333333333333286,2.0,1.0,-1.0,2.0
0022500123,2025-26,2025-10-28,WAS,PHI,134.0,139.0,-5.0,273.0,0.0,3.0,1.0,2.0,0.3333333333333333,350.0,116.66666666666667,-29.0,-9.666666666666666,3.0,1.0,2.0,-29.0,-9.666666666666666,3.0,3.0,0.0,1.0,378.0,126.0,17.0,5.666666666666667,3.0,3.0,0.0,17.0,5.666666666666667,0.0,-2.0,2.0,-0.6666666666666667,-9.333333333333329,-15.333333333333332,-2.0,2.0,-15.333333333333332
0022500124,2025-26,2025-10-28,MIA,CHA,144.0,117.0,27.0,261.0,1.0,3.0,2.0,1.0,0.6666666666666666,382.0,127.33333333333333,36.0,12.0,3.0,2.0,1.0,36.0,12.0,3.0,2.0,1.0,0.6666666666666666,396.0,132.0,41.0,13.666666666666666,3.0,2.0,1.0,41.0,13.666666666666666,0.0,0.0,0.0,0.0,-4.666666666666671,-1.666666666666666,0.0,0.0,-1.666666666666666
